TWEET,Geo,latitude,logitude,id,created_at,retweet_count,coordinates
Cleared: Road Work - MERIDEN #I691 East at Exit 5 (RTE 71) at 4/1/2020 1:59:09 PM,"{'coordinates': [41.549674, -72.817075], 'type': 'Point'}",41.549674,-72.817075,1.24541E+18,Wed Apr 01 17:59:22 +0000 2020,0,"{'coordinates': [-72.817075, 41.549674], 'type': 'Point'}"
Cleared: Road Work - MERIDEN #I691 East at Exit 5 (RTE 71) at 4/1/2020 1:59:09 PM,"{'coordinates': [41.549674, -72.817075], 'type': 'Point'}",41.549674,-72.817075,1.24541E+18,Wed Apr 01 17:59:22 +0000 2020,0,"{'coordinates': [-72.817075, 41.549674], 'type': 'Point'}"
Road Work - BROOKFIELD #US7 South at Exit 12 (US 202) at 4/1/2020 1:36:54 PM #cttraffic,"{'coordinates': [41.475762, -73.4109], 'type': 'Point'}",41.475762,-73.4109,1.24541E+18,Wed Apr 01 17:37:49 +0000 2020,0,"{'coordinates': [-73.4109, 41.475762], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #I91 North 0.25 miles before Exit 21 (RTE 372) at 4/1/2020 1:37:16 PM,"{'coordinates': [41.601148, -72.705858], 'type': 'Point'}",41.601148,-72.705858,1.24541E+18,Wed Apr 01 17:37:49 +0000 2020,0,"{'coordinates': [-72.705858, 41.601148], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #I91 North 0.25 miles before Exit 21 (RTE 372) at 4/1/2020 1:37:16 PM,"{'coordinates': [41.601148, -72.705858], 'type': 'Point'}",41.601148,-72.705858,1.24541E+18,Wed Apr 01 17:37:49 +0000 2020,0,"{'coordinates': [-72.705858, 41.601148], 'type': 'Point'}"
Road Work - BROOKFIELD #US7 South at Exit 12 (US 202) at 4/1/2020 1:36:54 PM #cttraffic,"{'coordinates': [41.475762, -73.4109], 'type': 'Point'}",41.475762,-73.4109,1.24541E+18,Wed Apr 01 17:37:48 +0000 2020,0,"{'coordinates': [-73.4109, 41.475762], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #RT72 East at Exit 8 (COLUMBUS BLVD) at 4/1/2020 1:37:16 PM,"{'coordinates': [41.667177, -72.790976], 'type': 'Point'}",41.667177,-72.790976,1.24541E+18,Wed Apr 01 17:37:48 +0000 2020,0,"{'coordinates': [-72.790976, 41.667177], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #RT72 East at Exit 8 (COLUMBUS BLVD) at 4/1/2020 1:37:16 PM,"{'coordinates': [41.667177, -72.790976], 'type': 'Point'}",41.667177,-72.790976,1.24541E+18,Wed Apr 01 17:37:48 +0000 2020,0,"{'coordinates': [-72.790976, 41.667177], 'type': 'Point'}"
Cleared: Road Work - DANBURY #US7 North at Exit 7 (MIRY BROOK RD) at 4/1/2020 1:35:02 PM,"{'coordinates': [41.36762, -73.474166], 'type': 'Point'}",41.36762,-73.474166,1.2454E+18,Wed Apr 01 17:35:06 +0000 2020,0,"{'coordinates': [-73.474166, 41.36762], 'type': 'Point'}"
Cleared: Road Work - DANBURY #US7 North at Exit 7 (MIRY BROOK RD) at 4/1/2020 1:35:02 PM,"{'coordinates': [41.36762, -73.474166], 'type': 'Point'}",41.36762,-73.474166,1.2454E+18,Wed Apr 01 17:35:06 +0000 2020,0,"{'coordinates': [-73.474166, 41.36762], 'type': 'Point'}"
Road Work - NEW BRITAIN #RT9 South at Exit 27 (CHESTNUT ST) at 4/1/2020 1:26:53 PM #cttraffic,"{'coordinates': [41.670263, -72.774043], 'type': 'Point'}",41.670263,-72.774043,1.2454E+18,Wed Apr 01 17:27:11 +0000 2020,0,"{'coordinates': [-72.774043, 41.670263], 'type': 'Point'}"
Road Work - NEW BRITAIN #RT9 South at Exit 27 (CHESTNUT ST) at 4/1/2020 1:26:53 PM #cttraffic,"{'coordinates': [41.670263, -72.774043], 'type': 'Point'}",41.670263,-72.774043,1.2454E+18,Wed Apr 01 17:27:11 +0000 2020,0,"{'coordinates': [-72.774043, 41.670263], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #RT72 West at Exit 7 (RTE 372 (CORBIN AVE)) at 4/1/2020 1:25:07 PM,"{'coordinates': [41.66441, -72.802433], 'type': 'Point'}",41.66441,-72.802433,1.2454E+18,Wed Apr 01 17:25:37 +0000 2020,0,"{'coordinates': [-72.802433, 41.66441], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #RT72 West at Exit 7 (RTE 372 (CORBIN AVE)) at 4/1/2020 1:25:07 PM,"{'coordinates': [41.66441, -72.802433], 'type': 'Point'}",41.66441,-72.802433,1.2454E+18,Wed Apr 01 17:25:37 +0000 2020,0,"{'coordinates': [-72.802433, 41.66441], 'type': 'Point'}"
Cleared: Road Work - VERNON #I84 West at Exit 67 (RTE 31) at 4/1/2020 1:15:02 PM,"{'coordinates': [41.855244, -72.425806], 'type': 'Point'}",41.855244,-72.425806,1.2454E+18,Wed Apr 01 17:15:10 +0000 2020,0,"{'coordinates': [-72.425806, 41.855244], 'type': 'Point'}"
Cleared: Road Work - VERNON #I84 West at Exit 67 (RTE 31) at 4/1/2020 1:15:02 PM,"{'coordinates': [41.855244, -72.425806], 'type': 'Point'}",41.855244,-72.425806,1.2454E+18,Wed Apr 01 17:15:10 +0000 2020,0,"{'coordinates': [-72.425806, 41.855244], 'type': 'Point'}"
Road Work - DANBURY #US7 North at Exit 7 (MIRY BROOK RD) at 4/1/2020 1:06:25 PM #cttraffic,"{'coordinates': [41.36762, -73.474166], 'type': 'Point'}",41.36762,-73.474166,1.2454E+18,Wed Apr 01 17:07:10 +0000 2020,0,"{'coordinates': [-73.474166, 41.36762], 'type': 'Point'}"
Road Work - DANBURY #US7 North at Exit 7 (MIRY BROOK RD) at 4/1/2020 1:06:25 PM #cttraffic,"{'coordinates': [41.36762, -73.474166], 'type': 'Point'}",41.36762,-73.474166,1.2454E+18,Wed Apr 01 17:07:10 +0000 2020,0,"{'coordinates': [-73.474166, 41.36762], 'type': 'Point'}"
Cleared: Road Work - BETHEL #I84 West at Exit 8 (US 6 WB) at 4/1/2020 1:06:09 PM,"{'coordinates': [41.417057, -73.40327], 'type': 'Point'}",41.417057,-73.40327,1.2454E+18,Wed Apr 01 17:06:27 +0000 2020,0,"{'coordinates': [-73.40327, 41.417057], 'type': 'Point'}"
Cleared: Road Work - BETHEL #I84 West at Exit 8 (US 6 WB) at 4/1/2020 1:06:09 PM,"{'coordinates': [41.417057, -73.40327], 'type': 'Point'}",41.417057,-73.40327,1.2454E+18,Wed Apr 01 17:06:27 +0000 2020,0,"{'coordinates': [-73.40327, 41.417057], 'type': 'Point'}"
Cleared: Road Work - WATERFORD #I395 North at Exit 2 (RTE 85) at 4/1/2020 1:02:11 PM,"{'coordinates': [41.394163, -72.169425], 'type': 'Point'}",41.394163,-72.169425,1.2454E+18,Wed Apr 01 17:02:20 +0000 2020,0,"{'coordinates': [-72.169425, 41.394163], 'type': 'Point'}"
"Refer a friend to work at IDEA Public Schools in #Weslaco, TX. Refer here: https://t.co/qefdCVQoIx https://t.co/h0aLoaP14w #Teacher","{'coordinates': [26.1595194, -97.9908366], 'type': 'Point'}",26.1595194,-97.9908366,1.2454E+18,Wed Apr 01 16:59:47 +0000 2020,0,"{'coordinates': [-97.9908366, 26.1595194], 'type': 'Point'}"
Road Work - E. HARTFORD #I384 East at Exit 1 (SPENCER ST ) at 4/1/2020 12:53:06 PM #cttraffic,"{'coordinates': [41.772206, -72.582351], 'type': 'Point'}",41.772206,-72.582351,1.24539E+18,Wed Apr 01 16:54:03 +0000 2020,0,"{'coordinates': [-72.582351, 41.772206], 'type': 'Point'}"
Road Work - E. HARTFORD #I384 East at Exit 1 (SPENCER ST ) at 4/1/2020 12:53:06 PM #cttraffic,"{'coordinates': [41.772206, -72.582351], 'type': 'Point'}",41.772206,-72.582351,1.24539E+18,Wed Apr 01 16:54:03 +0000 2020,0,"{'coordinates': [-72.582351, 41.772206], 'type': 'Point'}"
Cleared: Road Work - MERIDEN #I691 West at Exit 8 (US 5 (BROAD ST)) at 4/1/2020 12:38:02 PM,"{'coordinates': [41.542318, -72.780426], 'type': 'Point'}",41.542318,-72.780426,1.24539E+18,Wed Apr 01 16:38:08 +0000 2020,0,"{'coordinates': [-72.780426, 41.542318], 'type': 'Point'}"
Road Work - MERIDEN #I691 East at Exit 5 (RTE 71) at 4/1/2020 12:37:52 PM #cttraffic,"{'coordinates': [41.549674, -72.817075], 'type': 'Point'}",41.549674,-72.817075,1.24539E+18,Wed Apr 01 16:38:08 +0000 2020,0,"{'coordinates': [-72.817075, 41.549674], 'type': 'Point'}"
Road Work - MERIDEN #I691 East at Exit 5 (RTE 71) at 4/1/2020 12:37:52 PM #cttraffic,"{'coordinates': [41.549674, -72.817075], 'type': 'Point'}",41.549674,-72.817075,1.24539E+18,Wed Apr 01 16:38:08 +0000 2020,0,"{'coordinates': [-72.817075, 41.549674], 'type': 'Point'}"
Cleared: Road Work - MERIDEN #I691 West at Exit 8 (US 5 (BROAD ST)) at 4/1/2020 12:38:02 PM,"{'coordinates': [41.542318, -72.780426], 'type': 'Point'}",41.542318,-72.780426,1.24539E+18,Wed Apr 01 16:38:08 +0000 2020,0,"{'coordinates': [-72.780426, 41.542318], 'type': 'Point'}"
Cleared: Road Work - THOMPSON #I395 South 0.25 miles before Exit 53 (WILSONVILLE RD) at 4/1/2020 12:35:07 PM,"{'coordinates': [42.014636, -71.85761], 'type': 'Point'}",42.014636,-71.85761,1.24539E+18,Wed Apr 01 16:35:26 +0000 2020,0,"{'coordinates': [-71.85761, 42.014636], 'type': 'Point'}"
Road Work - BETHEL #I84 West at Exit 8 (US 6 WB) at 4/1/2020 12:34:52 PM #cttraffic,"{'coordinates': [41.417057, -73.40327], 'type': 'Point'}",41.417057,-73.40327,1.24539E+18,Wed Apr 01 16:35:26 +0000 2020,0,"{'coordinates': [-73.40327, 41.417057], 'type': 'Point'}"
Road Work - BETHEL #I84 West at Exit 8 (US 6 WB) at 4/1/2020 12:34:52 PM #cttraffic,"{'coordinates': [41.417057, -73.40327], 'type': 'Point'}",41.417057,-73.40327,1.24539E+18,Wed Apr 01 16:35:25 +0000 2020,0,"{'coordinates': [-73.40327, 41.417057], 'type': 'Point'}"
Road Work - THOMPSON #I395 South 0.25 miles before Exit 53 (WILSONVILLE RD) at 4/1/2020 12:34:52 PM #cttraffic,"{'coordinates': [42.014636, -71.85761], 'type': 'Point'}",42.014636,-71.85761,1.24539E+18,Wed Apr 01 16:35:25 +0000 2020,0,"{'coordinates': [-71.85761, 42.014636], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #RT9 North 0.22 miles before Exit 15 (RTE 66 (WASHINGTON ST)) at 4/1/2020 12:19:08 PM,"{'coordinates': [41.560183, -72.645706], 'type': 'Point'}",41.560183,-72.645706,1.24539E+18,Wed Apr 01 16:19:25 +0000 2020,0,"{'coordinates': [-72.645706, 41.560183], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #RT9 North 0.22 miles before Exit 15 (RTE 66 (WASHINGTON ST)) at 4/1/2020 12:19:08 PM,"{'coordinates': [41.560183, -72.645706], 'type': 'Point'}",41.560183,-72.645706,1.24539E+18,Wed Apr 01 16:19:25 +0000 2020,0,"{'coordinates': [-72.645706, 41.560183], 'type': 'Point'}"
Cleared: Road Work - TRUMBULL #RT15 North at Exit 48 (RTE 111 &amp; MAIN ST) at 4/1/2020 12:07:03 PM,"{'coordinates': [41.23238, -73.223945], 'type': 'Point'}",41.23238,-73.223945,1.24538E+18,Wed Apr 01 16:07:21 +0000 2020,0,"{'coordinates': [-73.223945, 41.23238], 'type': 'Point'}"
Cleared: Road Work - TRUMBULL #RT15 North at Exit 48 (RTE 111 &amp; MAIN ST) at 4/1/2020 12:07:03 PM,"{'coordinates': [41.23238, -73.223945], 'type': 'Point'}",41.23238,-73.223945,1.24538E+18,Wed Apr 01 16:07:21 +0000 2020,0,"{'coordinates': [-73.223945, 41.23238], 'type': 'Point'}"
Cleared: Road Work - NEW HAVEN #I91 North at Exit 3 (TRUMBULL ST) at 4/1/2020 12:07:03 PM,"{'coordinates': [41.312702, -72.912635], 'type': 'Point'}",41.312702,-72.912635,1.24538E+18,Wed Apr 01 16:07:21 +0000 2020,0,"{'coordinates': [-72.912635, 41.312702], 'type': 'Point'}"
Cleared: Road Work - NEW HAVEN #I91 North at Exit 3 (TRUMBULL ST) at 4/1/2020 12:07:03 PM,"{'coordinates': [41.312702, -72.912635], 'type': 'Point'}",41.312702,-72.912635,1.24538E+18,Wed Apr 01 16:07:21 +0000 2020,0,"{'coordinates': [-72.912635, 41.312702], 'type': 'Point'}"
Road Work - NEW HAVEN #I91 South 0.14 miles before Exit 4 (HUMPHREY ST) at 4/1/2020 11:46:51 AM #cttraffic,"{'coordinates': [41.316704, -72.905975], 'type': 'Point'}",41.316704,-72.905975,1.24538E+18,Wed Apr 01 15:47:18 +0000 2020,0,"{'coordinates': [-72.905975, 41.316704], 'type': 'Point'}"
Road Work - NEW HAVEN #I91 South 0.14 miles before Exit 4 (HUMPHREY ST) at 4/1/2020 11:46:51 AM #cttraffic,"{'coordinates': [41.316704, -72.905975], 'type': 'Point'}",41.316704,-72.905975,1.24538E+18,Wed Apr 01 15:47:18 +0000 2020,0,"{'coordinates': [-72.905975, 41.316704], 'type': 'Point'}"
Cleared: Road Work - NEWTOWN #I84 West at Exit 9 (RTE 25) at 4/1/2020 11:40:09 AM,"{'coordinates': [41.425929, -73.350409], 'type': 'Point'}",41.425929,-73.350409,1.24538E+18,Wed Apr 01 15:40:23 +0000 2020,0,"{'coordinates': [-73.350409, 41.425929], 'type': 'Point'}"
Cleared: Road Work - NEWTOWN #I84 West at Exit 9 (RTE 25) at 4/1/2020 11:40:09 AM,"{'coordinates': [41.425929, -73.350409], 'type': 'Point'}",41.425929,-73.350409,1.24538E+18,Wed Apr 01 15:40:23 +0000 2020,0,"{'coordinates': [-73.350409, 41.425929], 'type': 'Point'}"
Cleared: Road Work - E. HARTFORD #RT2 East at Exit 2 (I-84 EB) at 4/1/2020 11:36:03 AM,"{'coordinates': [41.766028, -72.659877], 'type': 'Point'}",41.766028,-72.659877,1.24537E+18,Wed Apr 01 15:36:08 +0000 2020,0,"{'coordinates': [-72.659877, 41.766028], 'type': 'Point'}"
Cleared: Road Work - E. HARTFORD #RT2 East at Exit 2 (I-84 EB) at 4/1/2020 11:36:03 AM,"{'coordinates': [41.766028, -72.659877], 'type': 'Point'}",41.766028,-72.659877,1.24537E+18,Wed Apr 01 15:36:08 +0000 2020,0,"{'coordinates': [-72.659877, 41.766028], 'type': 'Point'}"
Road Work - GLASTONBURY #RT2 West 0.93 miles before Exit 8 (OAK ST) at 4/1/2020 11:35:38 AM #cttraffic,"{'coordinates': [41.705245, -72.572481], 'type': 'Point'}",41.705245,-72.572481,1.24537E+18,Wed Apr 01 15:36:07 +0000 2020,0,"{'coordinates': [-72.572481, 41.705245], 'type': 'Point'}"
Road Work - GLASTONBURY #RT2 West 0.93 miles before Exit 8 (OAK ST) at 4/1/2020 11:35:38 AM #cttraffic,"{'coordinates': [41.705245, -72.572481], 'type': 'Point'}",41.705245,-72.572481,1.24537E+18,Wed Apr 01 15:36:07 +0000 2020,0,"{'coordinates': [-72.572481, 41.705245], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #I84 East 0.55 miles beyond Exit 36 (SLATER RD) at 4/1/2020 11:16:09 AM,"{'coordinates': [41.679973, -72.817872], 'type': 'Point'}",41.679973,-72.817872,1.24537E+18,Wed Apr 01 15:16:34 +0000 2020,0,"{'coordinates': [-72.817872, 41.679973], 'type': 'Point'}"
Cleared: Road Work - NEW BRITAIN #I84 East 0.55 miles beyond Exit 36 (SLATER RD) at 4/1/2020 11:16:09 AM,"{'coordinates': [41.679973, -72.817872], 'type': 'Point'}",41.679973,-72.817872,1.24537E+18,Wed Apr 01 15:16:34 +0000 2020,0,"{'coordinates': [-72.817872, 41.679973], 'type': 'Point'}"
Road Work - TRUMBULL #RT25 North 0.34 miles beyond S25N@Start at 4/1/2020 10:57:22 AM #cttraffic,"{'coordinates': [41.222559, -73.181217], 'type': 'Point'}",41.222559,-73.181217,1.24536E+18,Wed Apr 01 14:58:03 +0000 2020,0,"{'coordinates': [-73.181217, 41.222559], 'type': 'Point'}"
Road Work - TRUMBULL #RT25 North 0.34 miles beyond S25N@Start at 4/1/2020 10:57:22 AM #cttraffic,"{'coordinates': [41.222559, -73.181217], 'type': 'Point'}",41.222559,-73.181217,1.24536E+18,Wed Apr 01 14:58:03 +0000 2020,0,"{'coordinates': [-73.181217, 41.222559], 'type': 'Point'}"
Road Work - TRUMBULL #RT15 North at Exit 48 (RTE 111 &amp; MAIN ST) at 4/1/2020 10:54:26 AM #cttraffic,"{'coordinates': [41.23238, -73.223945], 'type': 'Point'}",41.23238,-73.223945,1.24536E+18,Wed Apr 01 14:55:18 +0000 2020,0,"{'coordinates': [-73.223945, 41.23238], 'type': 'Point'}"
Road Work - TRUMBULL #RT15 North at Exit 48 (RTE 111 &amp; MAIN ST) at 4/1/2020 10:54:26 AM #cttraffic,"{'coordinates': [41.23238, -73.223945], 'type': 'Point'}",41.23238,-73.223945,1.24536E+18,Wed Apr 01 14:55:18 +0000 2020,0,"{'coordinates': [-73.223945, 41.23238], 'type': 'Point'}"
Cleared: Road Work - MANCHESTER #I84 East at Exit 62 (BUCKLAND ST) at 4/1/2020 10:44:03 AM,"{'coordinates': [41.789164, -72.563628], 'type': 'Point'}",41.789164,-72.563628,1.24536E+18,Wed Apr 01 14:44:05 +0000 2020,0,"{'coordinates': [-72.563628, 41.789164], 'type': 'Point'}"
Cleared: Road Work - MANCHESTER #I84 East at Exit 62 (BUCKLAND ST) at 4/1/2020 10:44:03 AM,"{'coordinates': [41.789164, -72.563628], 'type': 'Point'}",41.789164,-72.563628,1.24536E+18,Wed Apr 01 14:44:05 +0000 2020,0,"{'coordinates': [-72.563628, 41.789164], 'type': 'Point'}"
Road Work - NEWTOWN #I84 West at Exit 9 (RTE 25) at 4/1/2020 10:39:35 AM #cttraffic,"{'coordinates': [41.425929, -73.350409], 'type': 'Point'}",41.425929,-73.350409,1.24536E+18,Wed Apr 01 14:40:06 +0000 2020,0,"{'coordinates': [-73.350409, 41.425929], 'type': 'Point'}"
Road Work - NEWTOWN #I84 West at Exit 9 (RTE 25) at 4/1/2020 10:39:35 AM #cttraffic,"{'coordinates': [41.425929, -73.350409], 'type': 'Point'}",41.425929,-73.350409,1.24536E+18,Wed Apr 01 14:40:06 +0000 2020,0,"{'coordinates': [-73.350409, 41.425929], 'type': 'Point'}"
Cleared: Road Work - NEWTOWN #I84 East at Exit 11 (WASSERMAN WAY) at 4/1/2020 10:39:08 AM,"{'coordinates': [41.413852, -73.272148], 'type': 'Point'}",41.413852,-73.272148,1.24536E+18,Wed Apr 01 14:39:17 +0000 2020,0,"{'coordinates': [-73.272148, 41.413852], 'type': 'Point'}"
Cleared: Road Work - NEWTOWN #I84 East at Exit 11 (WASSERMAN WAY) at 4/1/2020 10:39:08 AM,"{'coordinates': [41.413852, -73.272148], 'type': 'Point'}",41.413852,-73.272148,1.24536E+18,Wed Apr 01 14:39:17 +0000 2020,0,"{'coordinates': [-73.272148, 41.413852], 'type': 'Point'}"
Road Work - MANCHESTER #I84 East at Exit 62 (BUCKLAND ST) at 4/1/2020 10:34:27 AM #cttraffic,"{'coordinates': [41.789164, -72.563628], 'type': 'Point'}",41.789164,-72.563628,1.24536E+18,Wed Apr 01 14:35:16 +0000 2020,0,"{'coordinates': [-72.563628, 41.789164], 'type': 'Point'}"
Road Work - MANCHESTER #I84 East at Exit 62 (BUCKLAND ST) at 4/1/2020 10:34:27 AM #cttraffic,"{'coordinates': [41.789164, -72.563628], 'type': 'Point'}",41.789164,-72.563628,1.24536E+18,Wed Apr 01 14:35:16 +0000 2020,0,"{'coordinates': [-72.563628, 41.789164], 'type': 'Point'}"
Road Work - E. HARTFORD #RT2 East at Exit 2 (I-84 EB) at 4/1/2020 10:28:35 AM #cttraffic,"{'coordinates': [41.766028, -72.659877], 'type': 'Point'}",41.766028,-72.659877,1.24536E+18,Wed Apr 01 14:29:07 +0000 2020,0,"{'coordinates': [-72.659877, 41.766028], 'type': 'Point'}"
Road Work - E. HARTFORD #RT2 East at Exit 2 (I-84 EB) at 4/1/2020 10:28:35 AM #cttraffic,"{'coordinates': [41.766028, -72.659877], 'type': 'Point'}",41.766028,-72.659877,1.24536E+18,Wed Apr 01 14:29:07 +0000 2020,0,"{'coordinates': [-72.659877, 41.766028], 'type': 'Point'}"
Road Work - FAIRFIELD #RT15 South at Exit 44 (RTE 58) at 4/1/2020 10:21:40 AM #cttraffic,"{'coordinates': [41.204084, -73.269514], 'type': 'Point'}",41.204084,-73.269514,1.24536E+18,Wed Apr 01 14:22:05 +0000 2020,0,"{'coordinates': [-73.269514, 41.204084], 'type': 'Point'}"
Road Work - FAIRFIELD #RT15 South at Exit 44 (RTE 58) at 4/1/2020 10:21:40 AM #cttraffic,"{'coordinates': [41.204084, -73.269514], 'type': 'Point'}",41.204084,-73.269514,1.24536E+18,Wed Apr 01 14:22:05 +0000 2020,0,"{'coordinates': [-73.269514, 41.204084], 'type': 'Point'}"
Road Work - NEW HAVEN #I91 North at Exit 3 (TRUMBULL ST) at 4/1/2020 10:20:00 AM #cttraffic,"{'coordinates': [41.312702, -72.912635], 'type': 'Point'}",41.312702,-72.912635,1.24536E+18,Wed Apr 01 14:20:37 +0000 2020,0,"{'coordinates': [-72.912635, 41.312702], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #RT9 South at Exit 16 (RTE 17&amp; RTE 66) at 4/1/2020 10:20:05 AM,"{'coordinates': [41.568218, -72.650912], 'type': 'Point'}",41.568218,-72.650912,1.24536E+18,Wed Apr 01 14:20:37 +0000 2020,0,"{'coordinates': [-72.650912, 41.568218], 'type': 'Point'}"
Cleared: Road Work - MIDDLETOWN #RT9 South at Exit 16 (RTE 17&amp; RTE 66) at 4/1/2020 10:20:05 AM,"{'coordinates': [41.568218, -72.650912], 'type': 'Point'}",41.568218,-72.650912,1.24536E+18,Wed Apr 01 14:20:37 +0000 2020,0,"{'coordinates': [-72.650912, 41.568218], 'type': 'Point'}"
Road Work - NEW HAVEN #I91 North at Exit 3 (TRUMBULL ST) at 4/1/2020 10:20:00 AM #cttraffic,"{'coordinates': [41.312702, -72.912635], 'type': 'Point'}",41.312702,-72.912635,1.24536E+18,Wed Apr 01 14:20:37 +0000 2020,0,"{'coordinates': [-72.912635, 41.312702], 'type': 'Point'}"
Road Work - MERIDEN #I691 West at Exit 8 (US 5 (BROAD ST)) at 4/1/2020 10:10:00 AM #cttraffic,"{'coordinates': [41.542318, -72.780426], 'type': 'Point'}",41.542318,-72.780426,1.24535E+18,Wed Apr 01 14:11:19 +0000 2020,0,"{'coordinates': [-72.780426, 41.542318], 'type': 'Point'}"
Road Work - MERIDEN #I691 West at Exit 8 (US 5 (BROAD ST)) at 4/1/2020 10:10:00 AM #cttraffic,"{'coordinates': [41.542318, -72.780426], 'type': 'Point'}",41.542318,-72.780426,1.24535E+18,Wed Apr 01 14:11:19 +0000 2020,0,"{'coordinates': [-72.780426, 41.542318], 'type': 'Point'}"
Cleared: Road Work - FAIRFIELD #RT15 South at Exit 44 (RTE 58) at 4/1/2020 10:09:08 AM,"{'coordinates': [41.204084, -73.269514], 'type': 'Point'}",41.204084,-73.269514,1.24535E+18,Wed Apr 01 14:09:17 +0000 2020,0,"{'coordinates': [-73.269514, 41.204084], 'type': 'Point'}"
Cleared: Road Work - FAIRFIELD #RT15 South at Exit 44 (RTE 58) at 4/1/2020 10:09:08 AM,"{'coordinates': [41.204084, -73.269514], 'type': 'Point'}",41.204084,-73.269514,1.24535E+18,Wed Apr 01 14:09:17 +0000 2020,0,"{'coordinates': [-73.269514, 41.204084], 'type': 'Point'}"
Road Work - MIDDLETOWN #RT9 North 0.22 miles before Exit 15 (RTE 66 (WASHINGTON ST)) at 4/1/2020 10:00:05 AM #cttraffic,"{'coordinates': [41.560183, -72.645706], 'type': 'Point'}",41.560183,-72.645706,1.24535E+18,Wed Apr 01 14:01:19 +0000 2020,0,"{'coordinates': [-72.645706, 41.560183], 'type': 'Point'}"
Road Work - MIDDLETOWN #RT9 North 0.22 miles before Exit 15 (RTE 66 (WASHINGTON ST)) at 4/1/2020 10:00:05 AM #cttraffic,"{'coordinates': [41.560183, -72.645706], 'type': 'Point'}",41.560183,-72.645706,1.24535E+18,Wed Apr 01 14:01:19 +0000 2020,0,"{'coordinates': [-72.645706, 41.560183], 'type': 'Point'}"
Road Work - FAIRFIELD #I95 South 0.20 miles beyond Exit 20 (BRONSON RD) at 4/1/2020 9:53:13 AM #cttraffic,"{'coordinates': [41.142136, -73.278346], 'type': 'Point'}",41.142136,-73.278346,1.24535E+18,Wed Apr 01 13:54:32 +0000 2020,0,"{'coordinates': [-73.278346, 41.142136], 'type': 'Point'}"
Road Work - FAIRFIELD #I95 South 0.20 miles beyond Exit 20 (BRONSON RD) at 4/1/2020 9:53:13 AM #cttraffic,"{'coordinates': [41.142136, -73.278346], 'type': 'Point'}",41.142136,-73.278346,1.24535E+18,Wed Apr 01 13:54:32 +0000 2020,0,"{'coordinates': [-73.278346, 41.142136], 'type': 'Point'}"
Road Work - NEWTOWN #I84 East at Exit 11 (WASSERMAN WAY) at 4/1/2020 9:50:00 AM #cttraffic,"{'coordinates': [41.413852, -73.272148], 'type': 'Point'}",41.413852,-73.272148,1.24535E+18,Wed Apr 01 13:51:08 +0000 2020,0,"{'coordinates': [-73.272148, 41.413852], 'type': 'Point'}"
Road Work - NEWTOWN #I84 East at Exit 11 (WASSERMAN WAY) at 4/1/2020 9:50:00 AM #cttraffic,"{'coordinates': [41.413852, -73.272148], 'type': 'Point'}",41.413852,-73.272148,1.24535E+18,Wed Apr 01 13:51:08 +0000 2020,0,"{'coordinates': [-73.272148, 41.413852], 'type': 'Point'}"
Road Work - FAIRFIELD #RT15 South at Exit 44 (RTE 58) at 4/1/2020 9:50:00 AM #cttraffic,"{'coordinates': [41.204084, -73.269514], 'type': 'Point'}",41.204084,-73.269514,1.24535E+18,Wed Apr 01 13:51:08 +0000 2020,0,"{'coordinates': [-73.269514, 41.204084], 'type': 'Point'}"
Road Work - FAIRFIELD #RT15 South at Exit 44 (RTE 58) at 4/1/2020 9:50:00 AM #cttraffic,"{'coordinates': [41.204084, -73.269514], 'type': 'Point'}",41.204084,-73.269514,1.24535E+18,Wed Apr 01 13:51:08 +0000 2020,0,"{'coordinates': [-73.269514, 41.204084], 'type': 'Point'}"
Road Work - THOMPSON #I395 South 0.25 miles before Exit 53 (WILSONVILLE RD) at 4/1/2020 9:47:08 AM #cttraffic,"{'coordinates': [42.014636, -71.85761], 'type': 'Point'}",42.014636,-71.85761,1.24535E+18,Wed Apr 01 13:48:03 +0000 2020,0,"{'coordinates': [-71.85761, 42.014636], 'type': 'Point'}"
Road Work - MIDDLETOWN #I91 North 0.25 miles before Exit 21 (RTE 372) at 4/1/2020 9:46:55 AM #cttraffic,"{'coordinates': [41.601148, -72.705858], 'type': 'Point'}",41.601148,-72.705858,1.24535E+18,Wed Apr 01 13:47:09 +0000 2020,0,"{'coordinates': [-72.705858, 41.601148], 'type': 'Point'}"
Road Work - MIDDLETOWN #I91 North 0.25 miles before Exit 21 (RTE 372) at 4/1/2020 9:46:55 AM #cttraffic,"{'coordinates': [41.601148, -72.705858], 'type': 'Point'}",41.601148,-72.705858,1.24535E+18,Wed Apr 01 13:47:09 +0000 2020,0,"{'coordinates': [-72.705858, 41.601148], 'type': 'Point'}"
